n=;135;Dir=;UP;T0=;14.85;P0=;80.72;T1=;66.89;P1=;22.91;a=; 3.1;616543420
n=;136;Dir=;DO;T0=;14.87;P0=;80.94;T1=;66.89;P1=;23.42;a=; 3.1;621101247
n=;137;Dir=;UP;T0=;14.86;P0=;80.71;T1=;66.89;P1=;23.58;a=; 2.6;625654798
n=;138;Dir=;DO;T0=;14.86;P0=;80.94;T1=;66.90;P1=;23.45;a=; 3.1;630208388
n=;139;Dir=;UP;T0=;14.85;P0=;80.10;T1=;66.90;P1=;23.37;a=; 3.1;634762088
n=;140;Dir=;DO;T0=;14.86;P0=;80.93;T1=;66.89;P1=;23.98;a=; 3.1;639318585
n=;141;Dir=;UP;T0=;14.85;P0=;80.55;T1=;66.88;P1=;23.61;a=; 2.6;643871892
n=;142;Dir=;DO;T0=;14.86;P0=;80.74;T1=;66.88;P1=;23.44;a=; 3.1;648425174
n=;143;Dir=;UP;T0=;14.85;P0=;80.88;T1=;66.88;P1=;23.49;a=; 2.6;652983586
n=;144;Dir=;DO;T0=;14.85;P0=;80.84;T1=;66.88;P1=;22.91;a=; 3.1;657536843
n=;145;Dir=;UP;T0=;14.84;P0=;80.97;T1=;66.88;P1=;22.57;a=; 4.7;662090325
n=;146;Dir=;DO;T0=;14.85;P0=;80.77;T1=;66.87;P1=;23.13;a=; 3.1;666643726
n=;147;Dir=;UP;T0=;14.84;P0=;80.91;T1=;66.87;P1=;23.03;a=; 3.1;671201726
n=;148;Dir=;DO;T0=;14.85;P0=;80.94;T1=;66.86;P1=;22.74;a=; 3.1;675755040
n=;149;Dir=;UP;T0=;14.83;P0=;80.77;T1=;66.86;P1=;23.96;a=; 2.6;680313176
n=;150;Dir=;DO;T0=;14.85;P0=;80.13;T1=;66.86;P1=;22.57;a=; 3.1;684870922
n=;151;Dir=;UP;T0=;14.84;P0=;80.65;T1=;66.86;P1=;22.91;a=; 3.1;689424222
n=;152;Dir=;DO;T0=;14.85;P0=;80.93;T1=;66.87;P1=;22.84;a=; 3.1;693977523
n=;153;Dir=;UP;T0=;14.84;P0=;80.57;T1=;66.87;P1=;23.24;a=; 3.1;698531198
n=;154;Dir=;DO;T0=;14.85;P0=;80.77;T1=;66.87;P1=;22.98;a=; 3.1;703089123
n=;155;Dir=;UP;T0=;14.83;P0=;81.12;T1=;66.87;P1=;23.51;a=; 3.1;707647245
n=;156;Dir=;DO;T0=;14.85;P0=;80.64;T1=;66.86;P1=;23.54;a=; 3.1;712200659
n=;157;Dir=;UP;T0=;14.83;P0=;81.29;T1=;66.86;P1=;22.84;a=; 2.6;716758665
n=;158;Dir=;DO;T0=;14.84;P0=;81.15;T1=;66.85;P1=;22.88;a=; 3.1;721312079
n=;159;Dir=;UP;T0=;14.83;P0=;80.42;T1=;66.85;P1=;23.51;a=; 2.6;725870202
n=;160;Dir=;DO;T0=;14.84;P0=;80.50;T1=;66.85;P1=;23.47;a=; 3.1;730428195
n=;161;Dir=;UP;T0=;14.82;P0=;81.16;T1=;66.85;P1=;23.21;a=; 3.1;734986474
n=;162;Dir=;DO;T0=;14.84;P0=;80.85;T1=;66.84;P1=;22.81;a=; 3.1;739544344
n=;163;Dir=;UP;T0=;14.82;P0=;80.97;T1=;66.84;P1=;22.67;a=; 3.1;744102608
n=;164;Dir=;DO;T0=;14.84;P0=;80.12;T1=;66.84;P1=;23.01;a=; 3.1;748660053
n=;165;Dir=;UP;T0=;14.82;P0=;80.96;T1=;66.84;P1=;22.56;a=; 2.6;753217382
n=;166;Dir=;DO;T0=;14.83;P0=;80.74;T1=;66.84;P1=;22.70;a=; 2.6;757773668
n=;167;Dir=;UP;T0=;14.82;P0=;80.99;T1=;66.84;P1=;23.01;a=; 3.1;762331523
n=;168;Dir=;DO;T0=;14.83;P0=;80.91;T1=;66.84;P1=;23.85;a=; 3.1;766888299
n=;169;Dir=;UP;T0=;14.82;P0=;80.92;T1=;66.84;P1=;23.10;a=; 3.1;771445349
n=;170;Dir=;DO;T0=;14.83;P0=;80.77;T1=;66.84;P1=;22.79;a=; 5.3;776003009
n=;171;Dir=;UP;T0=;14.81;P0=;79.92;T1=;66.84;P1=;23.56;a=; 3.1;780559791
n=;172;Dir=;DO;T0=;14.83;P0=;80.17;T1=;66.84;P1=;23.96;a=; 5.3;785117583
n=;173;Dir=;UP;T0=;14.82;P0=;80.75;T1=;66.84;P1=;22.56;a=; 3.1;789671002
n=;174;Dir=;DO;T0=;14.83;P0=;80.71;T1=;66.84;P1=;22.88;a=; 2.6;794228824
n=;175;Dir=;UP;T0=;14.82;P0=;80.05;T1=;66.84;P1=;23.52;a=; 2.6;798786476
n=;176;Dir=;DO;T0=;14.84;P0=;80.08;T1=;66.84;P1=;22.85;a=; 3.1;803344136
n=;177;Dir=;UP;T0=;14.82;P0=;79.83;T1=;66.83;P1=;23.73;a=; 2.6;807901089
n=;178;Dir=;DO;T0=;14.83;P0=;80.60;T1=;66.84;P1=;22.15;a=; 3.1;812457397
n=;179;Dir=;UP;T0=;14.82;P0=;80.85;T1=;66.83;P1=;23.33;a=; 2.6;817014023
n=;180;Dir=;DO;T0=;14.83;P0=;80.75;T1=;66.83;P1=;23.27;a=; 3.1;821571388
n=;181;Dir=;UP;T0=;14.82;P0=;80.50;T1=;66.83;P1=;23.02;a=; 2.6;826129136
n=;182;Dir=;DO;T0=;14.83;P0=;80.64;T1=;66.83;P1=;22.91;a=; 3.1;830682642
n=;183;Dir=;UP;T0=;14.82;P0=;80.52;T1=;66.83;P1=;22.90;a=; 2.6;835236093
